              T              E              M            |M|             Cv              X              A
          2.367     -1.2442139  -0.0090190937     0.21593569      1.3063721      32.414315     0.26533528
          2.368     -1.2441699   0.0016361841     0.21624115      1.3274536      34.004208      0.2654065
          2.369     -1.2417147    0.012977392     0.21208502      1.2944482      31.546077     0.26637996
           2.37     -1.2410373   -0.022740887     0.21503842      1.3031693      32.068834     0.26666978
          2.371      -1.239775  -0.0017915146     0.21178629      1.2869412      31.154116     0.26719189
          2.372     -1.2376059  -0.0073352783     0.20634038      1.2859415      30.531258     0.26801242
          2.373     -1.2366216   0.0028712464     0.20479797       1.269344      29.959881       0.268424
          2.374      -1.235065   -0.011049983     0.20381453      1.2707973       30.18821     0.26905047
          2.375     -1.2344876    0.005191018     0.20310152       1.271551      30.435976     0.26929632
          2.376     -1.2327832   -0.013486082     0.20232688      1.2683703      29.534871     0.26995992
          2.377     -1.2316812   0.0054024186     0.20063177      1.2582492      28.841873     0.27043516
          2.378     -1.2306023   0.0077953563     0.20164219      1.2505492      29.258894     0.27085625
          2.379     -1.2290966   0.0049258075      0.1956148      1.2375613       28.04378     0.27146297
           2.38     -1.2282994  0.00037273064     0.19553328      1.2352847      27.613431     0.27180618
          2.381     -1.2266133   -0.013347862     0.19341605      1.2446046         27.812     0.27250912
          2.382     -1.2254653  -0.0030716835     0.19039434      1.2268542      26.831016     0.27296919
          2.383     -1.2236822   0.0014476852      0.1890275       1.210114      25.820656     0.27367103
          2.384     -1.2234085   0.0057504371     0.19399213      1.2296728      27.303597     0.27380588
          2.385     -1.2212601     0.01518465     0.18337136      1.2079575      25.396673     0.27464785
          2.386      -1.220646  0.00020118743     0.18632535      1.2072974      26.164562     0.27493814
          2.387     -1.2202439   0.0040302856     0.19008788      1.2205194       26.53431     0.27512797
          2.388     -1.2182322   -0.011612393     0.18123097      1.1935585      25.186579     0.27590752
          2.389     -1.2172511  0.00022348765     0.18403602      1.1891244      25.045696     0.27630188
           2.39     -1.2156977  -0.0027548221      0.1771821      1.1793984      24.244993     0.27692318
          2.391     -1.2148698   0.0018985595     0.17908965      1.1836787      24.183914     0.27729044
          2.392     -1.2135786   0.0054181566     0.17829792      1.1656793      23.641724     0.27780881
          2.393      -1.213179   0.0023513496     0.17955847      1.1735307      24.484175     0.27800472
          2.394     -1.2111681  -0.0056627413     0.17593923      1.1722389      23.284042     0.27880149
          2.395     -1.2100963  -0.0047097609     0.17700758      1.1553167       23.60161     0.27923982
          2.396     -1.2090598   0.0012247183      0.1751486      1.1612394      23.330059     0.27965862
          2.397     -1.2081404  -0.0017155556     0.17707205      1.1591852      23.516056     0.28005892
          2.398     -1.2068518  -0.0029777559     0.17168234      1.1458091      22.215416     0.28056829
          2.399     -1.2046928  -0.0090200937     0.16718325      1.1347572      21.512701     0.28143702
            2.4     -1.2043023  -0.0018434675     0.16945434      1.1392184      21.832098     0.28160281
